duns_number,address,firm_name
429079957,"Via Mario Idiomi 6, Assago, Milano 20057, Italy (ITA)",CIP4 Srl
860120472,"Village Theda, P.O. Lodhimajra, Tehsil - Baddi, Solan, Himachal Pradesh 174101, India (IND)",OXALIS LABS
692199778,"1-1, Iuchi, Takabo, Kitajima-cho, Itano-gun, Tokushima 771-0206, Japan (JPN)","Taiho Pharmaceutical Co., Ltd."
812754130,"Anillo Periférico Km. 37 Col. Moisés Sáenz, Apodaca, Nuevo León 66613, Mexico (MEX)",Cyan Labs S.A. de C.V.
826359726,"2899 S Santa Fe Dr STE 2, Englewood, Colorado (CO) 80110, United States (USA)","StateServ Medical, LLC"
080474486,"100 Nassau Terminal Rd, New Hyde Park, New York (NY) 11040, United States (USA)",Virtair Inc.
079365856,"3919 Oceanic Dr., Oceanside, California (CA) 92056, United States (USA)","Sparsha Pharma USA, Inc."
079160190,"4500 12th Street Extension, West Columbia, South Carolina (SC) 29172, United States (USA)","Nephron SC, LLC"
989406079,"Damastown Close, Damastown Industrial Park, Dublin,  D15 K009, Ireland (IRL)",Tech Group Europe Limited
079266204,"115 Kennedy Dr, Sayreville, New Jersey (NJ) 08872-1459, United States (USA)",Brand Buzz Limited Liability Company
015557586,"3587 W 4700 S, Taylorsville, Utah (UT) 84129, United States (USA)",Oxygen Utah LLC
052486471,"1100 State Rd, Ashtabula, Ohio (OH) 44044-3943, United States (USA)",Detrex Corporation
544596763,"No. 19, Zhaopu Street, North District of Zhengding High-tech Industrial Development Zone, Shijiazhuang, Hebei 050800, China (CHN)","Hebei Changshan Hep Crude Biotechnology Co., Ltd."
650804672,"Survey No. 71 & 72, 4th Floor, Indrakaran Village, Kandi Mandal, Sangareddy District, Telangana 502329, India (IND)",Auro Peptides Limited
024390882,"1617 9TH AVE SW, WATERTOWN, South Dakota (SD) 57201, United States (USA)","A-OX WELDING SUPPLY CO., INC."
812293032,"Cto. San Roque Poniente y Nte No. 210 Mz. 1 Lt 56, Silao, - 36275, Mexico (MEX)","Beiersdorf Manufacturing Mexico, S.A. de C.V."
079290042,"400 Dexter Avenue, Seattle, Washington (WA) 98109, United States (USA)","Juno Therapeutics, Inc."
027219999,"9407 W. 750 N, Carthage, Indiana (IN) 46115, United States (USA)","Blue River Research Services, LLC"
080109727,"1047 CR 284, Harwood, Texas (TX) 78632, United States (USA)","Holmes Foods, Inc."
421144690,"No. 1 Sanjiang Road, Jiangdu Yanjiang Economic Development, Yangzhou,  225200, China (CHN)","JIANGSU TIANHE PHARMACEUTICAL CO., LTD."
127120645,"2330 W Broadway Rd., Mesa, Arizona (AZ) 85202, United States (USA)","United Respiratory Services, LLC"
805257581,"376-380 Railroad Ave, Hackensack, New Jersey (NJ) 07601, United States (USA)","JC World Bell Wholesale Co., Inc."
122542830,"2024 Northwest drive, Cincinnati, Ohio (OH) 45231, United States (USA)",R J General Corporation
797063526,"4 Edison Place, Fairfield, New Jersey (NJ) 07004, United States (USA)","Marketing Advertising Promotions, Inc."
421314476,"No 18, 4th Haibin Road, Rudong Coastal Economic Development Zone, Nantong, Jiangsu 226407, China (CHN)","Hisun Pharmaceutical (Nantong) Co., Ltd."
747409113,"135 King St, Mascot, NSW 2020, Australia (AUS)",MILA BEAUTY PTY LTD
915600808,"Plot No - W-40,W-41 and W-42 MIDC , Morivali Village, Ambernath (West), Thane, Maharashtra 421501, India (IND)",Acharya Chemicals
715464942,"1-14-41, NISHIHASHIMOTO, MIDORI-KU, SAGAMIHARA, KANAGAWA 2520131, Japan (JPN)",ASANUMA CORPORATION
650801215,"3-31/33, Plot No. 33, Part Sy. No. 123, 124, 125 & 142, Kompally, Quthbullapur,, Hyderabad, Telangana 500014, India (IND)",TENTAMUS INDIA PRIVATE LIMITED
937393304,"2 International Business Park #09-04 The Strategy, Singapore, Singapore 609930, Singapore (SGP)",Austrianova Singapore Pte. Ltd.
528178863,"NO.168, CHANGSHOU EAST ROAD, YINZHOU DISTRICT, NINGBO, ZHEJIANG, CHINA 315000, China (CHN)","NINGBO RAFFINI IMPORT & EXPORT CO., LTD"
327587010,"Raiffeisenstrasse 4, Langenfeld,  40764, Germany (DEU)",Labtec GmbH
034114809,"21 South St. Marys St., St Marys, Pennsylvania (PA) 15857, United States (USA)","Penn Highlands Home Medical Equipment, LLC"
528277531,"Jiangkou Chemical Development Zone, Huangyan, Taizhou, Zhejiang 318020, China (CHN)","Zhejiang Tianyu Pharmaceutical Co., Ltd."
743194888,"37 Kent Street, Woolloongabba, Queensland 4102, Australia (AUS)",Patheon Biologics Australia Pty Ltd
421324573,"D District, Taihe Economic Development Zone, Fuyang, Anhui 236600, China (CHN)","Anhui Yinfeng Pharmaceutical Co., Ltd."
119122210,"4998 International Blvd, Frederick,, Maryland (MD) 21703, United States (USA)","Texcell - North America, Inc."
786135285,"4991 New Design Rd., Suite 100, Frederick, Maryland (MD) 21703, United States (USA)","Texcell - North America, Inc"
079335400,"5010 Crittenden Dr, Louisville, Kentucky (KY) 40209-1706, United States (USA)","AIRGAS USA, LLC"
211403363,"Unit E1 Stubs Beck Lane West 26 Industrial Estate, West Yorkshire,  BD19 4TT, United Kingdom (GBR)",Orean Personal Care Ltd.
915838368,"Unit III, Survey No.120, 128, 150(Part), 150/1,151/2 &158/1, N. Narasapuram, Nallamattipalem, Nakkapalli (Mandal), Anakapalli District, Andhra Pradesh 531081, India (IND)",Hetero Labs Limited
486901556,"Maihofstrasse 95a, Lucerne, Lucerne 6006, Switzerland (CHE)",Bioexam AG
164898681,"215 N College St, Thomasville, Georgia (GA) 31792-5924, United States (USA)","AIRGAS USA, LLC"
079452195,"725 Cannon Bridge Rd, Orangeburg, South Carolina (SC) 29115-7221, United States (USA)","SI Group, Inc."
603752429,"1902 Tacoma Ave. South, Tacoma, Washington (WA) 98402, United States (USA)",Norco Inc.
342274781,"Primsaue 7, Nalbach,  66809, Germany (DEU)",Mikrobiologie Kramer GmbH
368652856,"Volttikatu 8, Kuopio,  70700, Finland (FIN)",Eurofins BioPharma Product testing Finland
368652854,"Neulaniementie 2, Kuopio,  70210, Finland (FIN)",Eurofins BioPharma Product Testing Finland
369198699,"Volttikatu 5, Kuopio,  70700, Finland (FIN)",Eurofins BioPharma Product Testing Finland
807781125,"14640 Buchanan Street NE, Ham Lake, Minnesota (MN) 55304, United States (USA)","NACS, Inc."
691200935,"2-11-17, Kohoku, Adachi-ku, Tokyo 123-0872, Japan (JPN)","Environmental Technical Laboratory, Ltd."
714754756,"3-35, Hanakawakita 7-jo, Ishikari, HOKKAIDO 061-3217, Japan (JPN)","CMIC Pharma Science Co., Ltd."
650786952,"FORMULATIONS DIVISION, UNIT-II, SURVEY NOS. 1277& 1319 to 1324, NANDIGAMA (VILLAGE), NANDIGAMA (MANDAL), RANGAREDDY DISTRICT, TELANGANA 509228, India (IND)",MSN LABORATORIES PRIVATE LIMITED
691124996,"11, MIYAJI, IKEDA-CHO, IBI-GUN, GIFU 503-2406, Japan (JPN)",UNIGEN INC.
125458849,"4900 W Vickery Blvd, Fort Worth, Texas (TX) 76107, United States (USA)",Smith & Nephew Wound Management
079664448,"1845 North Airport Road, Fremont, Nebraska (NE) 68025, United States (USA)",A-S Medication Solutions LLC
367387284,"ul. szwajcarska, Wroclaw,  54-405, Poland (POL)",Maco Productions Polonia sp zoo
044267289,"4309 W 96th St, Indianapolis, Indiana (IN) 46268-1115, United States (USA)",At Home Health Equipment
556392842,"Dong Van Industrial Zone, Dong Van Ward,, Duy Tien Township, Ha Nam NA, Vietnam (VNM)",BRANCH OF SAO THAI DUONG JOINT STOCK COMPANY IN HA NAM
079129688,"140 Ethel Road West, Suite W, Piscataway, New Jersey (NJ) 08854, United States (USA)",Health and Natural Beauty USA Corp
864237541,"Building 450, MN Science and Technology Park, Turkapally, Shamirpet, Hyderabad, Telangana 500078, India (IND)",FINOSO PHARMA PRIVATE LIMITED
922557876,"2nd Floor, SMR Chambers, H.No 1-58/7, Madinaguda,, Hyderabad, Telangana 500050, India (IND)",STARTECH LABS PRIVATE LIMITED
079234982,"16-00 Pollitt Dr, Fair Lawn, New Jersey (NJ) 07410, United States (USA)","Expackusa, Inc."
034956842,"525 Resort Drive, Johnson Creek, Wisconsin (WI) 53094, United States (USA)","Hoof Health, LLC"
203133665,"15 Fraser Avenue, Toronto, Ontario M6K 1Y7, Canada (CAN)",Deciem Inc
545201456,"Coastal Industrial Park, Binhai, Yancheng, Jiangsu Province 224555, China (CHN)","Jiangsu Grand Xinyi Pharmaceutical Co., Ltd."
692386648,"950 Hiroki, Misatomachi, Kodama-gun, Saitama 367-0198, Japan (JPN)","Bushu Pharmaceuticals, Ltd."
079549773,"11520 S. Redwood Road, South Jordan, Utah (UT) 84629, United States (USA)",Intermountain Home Care
849818161,"50 Tice Boulevard - Suite 315, Woodcliff Lake, New Jersey (NJ) 07677, United States (USA)","Eagle Pharmaceuticals, Inc."
079448669,"509 N 1St St, Olean, New York (NY) 14760-2408, United States (USA)","AIRGAS USA, LLC"
557815704,"29, Jeyakdanji-ro, Hyangnam-Eup, Hwaseong-si, Gyeonggi-do 18608, Korea, South (KOR)",Daewoong Bio Inc.
809418866,"4115 W Turney Ave, Phoenix, Arizona (AZ) 85019, United States (USA)",Tarr Acquisition LLC
650772580,"PLOT S-8,S-9,S-13/P,S-14/P, Green Industrial Park, Polepally Village, Jadcherla Mandal, Mahabubnagar, Telangana 509301, India (IND)",EVERTOGEN LIFE SCIENCES LIMITED
552398387,"2nd Luhui Rd, Kengzi Jinsha Community Pingshan District, Shenzhen, Guangdong 518118, China (CHN)","Hybio Pharmaceutical Co., Ltd. (Pingshan Factory)"
529553064,"No. 13, Yunteng Road, Beijing,  101500, China (CHN)","Longood Medicine (Beijing) Co., Ltd."
202901526,"5600 rte Transcanadienne, Pointe-Claire, QUEBEC H9R 1B6, Canada (CAN)",9305-6828 Quebec Inc
650816494,"PLOT NO C-112, MIDC PAWANE, TTC INDUSTRIAL AREA, NAVI MUMBAI, MAHARASHTRA 400705, India (IND)",FIRST TIME US PHARMACEUTICALS (INDIA) PRIVATE LIMITED
031800244,"4740 Dues Dr Unit M, West Chester, Ohio (OH) 45246, United States (USA)",Advantage Respiratory Services
961597213,"11100 EUCLID AVE RM S-106A, CLEVELAND, Ohio (OH) 44106, United States (USA)","PETNET SOLUTIONS, INC."
079521929,"2520 Pilot Knob Road, Saint Paul, Minnesota (MN) 55120, United States (USA)",WuXi AppTec Inc.
080375664,"95 Mayhill St Unit F1, Saddle Brook, New Jersey (NJ) 07663, United States (USA)",Dermaceutical Laboratories Limited Liability Company
080633023,"8701 South 126th Street, Omaha, Nebraska (NE) 68138, United States (USA)",Sergeant's Pet Care Products LLC
118530917,"10 LAKE DR, EAST WINDSOR, New Jersey (NJ) 08520, United States (USA)",APNAR PHARMA LLP
543068243,"15 She,Gaocao Village, Xiaohan Town, Guanghan, Sichuan 618304, China (CHN)","Sichuan Deebio Pharmaceutical Co.,Ltd"
040257804,"6751 Engle Rd Ste N, Middleburg Heights, Ohio (OH) 44130, United States (USA)","Technical Gas Products, Inc."
119004589,"536 Vanguard Way, Brea, California (CA) 92821, United States (USA)","American Regent, Inc."
117181770,"592 Apollo Street, Brea, California (CA) 92821, United States (USA)","American Regent, Inc."
079481211,"11605 Strang Road, Laporte, Texas (TX) 77571, United States (USA)",Messer LLC
883925661,"1651 Columbus Pkwy, Opelika, Alabama (AL) 36804-5901, United States (USA)","Airgas USA, LLC"
790569107,"2945 Ellisville Blvd, Laurel, Mississippi (MS) 39440-6011, United States (USA)","AIRGAS USA, LLC"
202733655,"2145 Meadowpine Blvd., Mississauga, Ontario L5N 6R8, Canada (CAN)",Contract Pharmaceuticals Limited Canada
079468792,"4500 12th Street Extension, West Columbia, South Carolina (SC) 29172, United States (USA)","Nephron Sterile Compounding Center, LLC"
079361330,"1345 Lathrop St, Houston, Texas (TX) 77020-7542, United States (USA)",Linde Gas & Equipment Inc.
509806647,"Avenida da República, Edifício da Instalação piloto do IBET, Oeiras,  2780-157, Portugal (PRT)",GenIbet Biopharmaceuticals
225598948,"Shrewsbury Road, Shrewsbury,  SY44NR, United Kingdom (GBR)",Smithers MDT Limited
079510999,"100 Interpace Parkway, Parsippany, New Jersey (NJ) 07054, United States (USA)",Ferring Production Inc.
159786966,"4055 English Oak Drive, Lansing, Michigan (MI) 48911, United States (USA)",DeLaval Inc
002539707,"925 Conestoga Pkwy, Shepherdsville, Kentucky (KY) 40165, United States (USA)","JOM PHARMACEUTICAL SERVICES, LLC"
650891380,"FTO-SEZ - Process-Unit - 02, Survey No. 70, 71 & 73, Devunipalavalasa (V), Ranasthalam Mandal,,, Srikakulam,, Andhra Pradesh 532409, India (IND)",DR. REDDY'S LABORATORIES LIMITED
079559179,"276 Nissan Pkwy, Bldg A #500, Canton, Mississippi (MS) 39046, United States (USA)","Oaklock, LLC"
833218782,"15840 N. Simmons Road, Portland, Oregon (OR) 97203, United States (USA)",Purina Animal Nutrition LLC
812296782,"Calle 7 Norte No. 115 Parque Industrial Toluca 2000, Toluca de Lerdo, Edomex 50200, Mexico (MEX)","Selgel México, S.A. de C.V."
079606375,"1475 Burkesville Rd., Albany, Kentucky (KY) 42602, United States (USA)","Cobb Vantress, LLC"
079498241,"3737 Market Street, Suite 1300, Philadelphia, Pennsylvania (PA) 19104, United States (USA)","Spark Therapeutics, Inc."
079139038,"Unit 201L, 55 Oak St., Norwood, New Jersey (NJ) 07648, United States (USA)","Syenz Laboratory, LLC"
799881644,"19120 S Vermont Ave, Gardena, California (CA) 90248, United States (USA)",Olivia Care
067007625,"1955 Commerce Rd, Athens, Georgia (GA) 30607-1021, United States (USA)","Airgas Usa, Llc"
190164744,"7615 W Lemhi St, Boise, Idaho (ID) 83709-2867, United States (USA)","AIRGAS USA, LLC"
078467927,"6785 Trade Center Ave, Billings, Montana (MT) 59101-6207, United States (USA)","AIRGAS USA, LLC"
008174676,"2136 Dakota Craft Dr, Rapid City, South Dakota (SD) 57701-7923, United States (USA)","Airgas USA, LLC"
871403710,"5th Floor, Tiffeny Building, Hiranandani Business Park Off Ghodbunder Road,Hiranandani Estate, Thane (West), Maharashtra 400607, India (IND)",AVANTOR PERFORMANCE MATERIALS INDIA LIMITED
116950907,"100 Thorpe Rd, Orlando, Florida (FL) 32824, United States (USA)","Roberts Oxygen Company, Inc."
080235772,"900 Aviation Parkway suite 300, Morrisville, North Carolina (NC) 27560, United States (USA)",Exel Inc. dba DHL Supply Chain (USA)
636762007,"LEADER AV, CNR HOEF SMID ST STORMILL EXT 10, Roodepoort, GP 1709, South Africa (ZAF)",Health and Hygiene (Pty) Ltd
480030654,"Oberriedstrasse 68, Thörishaus, Bern 3174, Switzerland (CHE)",Bavarian Nordic Berna GmbH
829884407,"2015 Jaime Rodriguez Street Guanajibo Industrial Park, Mayaguez, Puerto Rico (PR) 00680, United States (USA)",LabChemS Corp
421363574,"No.2 Tonghai Si Road, Rudong Coastal Economic Development Zone, Nantong, Jiangsu Province 226407, China (CHN)","Nantong Chanyoo Pharmatech Co., Ltd"
421362384,"Floor 2-7, Building 2, No.517, Shuangfeng Road, Fotang Town, Yiwu, Zhejiang 322002, China (CHN)","Yiwu Haoding Medical Co., Ltd."
865785591,"No. 1, Jalan Bioteknologi 1, Kawasan Perindustrian SiLC, Iskander Puteri, Johor 79200, Malaysia (MYS)",BIOCON SDN.BHD.
527584348,"No. 22 Binjiang South Road, Taixing Economic Development Zone, Taizhou, Jiangsu 225400, China (CHN)","BrightGene Fine Chemical Co., Ltd."
699456578,"No. 10 Tongyuan Road, Taixing Economic Development Zone, Taizhou, Jiangsu 225400, China (CHN)","BrightGene Fine Chemical Co., Ltd. (Tongyuan Road)"
659221522,"1 Tuas View Drive, Singapore,  637026, Singapore (SGP)",Amgen Singapore Manufacturing Pte. Ltd.
878100017,"Unit-3, Sy. No: 410/P, 411/P and 458/P, Plot No. S-1/B, Pharma SEZ, TSIIC, Polepally (Village), Jadcherla (Mandal), Mahabubnagar (District), Mahabubnagar, Telangana 509302, India (IND)",APL HEALTHCARE LIMITED
650844777,"Unit-I, Sy. No. 410/P, 411/P, 458/P, Plot No. S-1/B, TSIIC SEZ, Green Industrial Park, Polepally (Village), Jadcherla (Mandal), Mahabubnagar (District), Mahabubnagar, Telangana 509302, India (IND)",APL HEALTHCARE LIMITED
860037166,"Subhash Nagar Po: Nilgunj Bazar, Barasat, Kolkata, West Bengal 700121, India (IND)",Edward Food Research & Analysis Centre Limited
329671416,"Rheinzaberner Strasse 8, Ruelzheim,  76761, Germany (DEU)",HWI pharma services GmbH
079379357,"485 US Hwy 79, Oakwood, Texas (TX) 75855, United States (USA)",Sanderson Farms LLC
079580471,"1074 Gateway East Pkwy, Bogart, Georgia (GA) 30622-2007, United States (USA)",Alexion Pharma LLC
472186383,"CALLE ITALIA (POL. INDUSTRIAL EL CAMPILLO) 5, ZUERA,  50800, Spain (ESP)",COPERSAM BLUE SL
544338970,"No.163, Zhuhai Rd, Binjiang Street, Haimen District, Nantong, Jiangsu 226100, China (CHN)",Haimen Pharma Inc.
266640441,"11 Avenue Gustave Eiffel, Pessac,  33660, France (FRA)",Meribel Pharma Pessac
051866802,"19310 NE SAN RAFAEL ST, PORTLAND, Oregon (OR) 97230, United States (USA)","Oxarc, LLC"
332980213,"Knollstr., Ludwigshafen,  67061, Germany (DEU)",AbbVie Biotechnology GmbH
717705036,"4-7-2, NIHOMBASHIHONCHO NEW KOBAYASHI BLDG. 3F., CHUO-KU, TOKYO 103-0023, Japan (JPN)","JCI Colloidal Iodine Laboratory Co., Ltd."
692347047,"1-4-9, NIHOMBASHIHONCHO, CHUO-KU, - 103-0023, Japan (JPN)",JCI INSTITUTE OF MEDICAL SCIENCE
078739306,"401 N Middletown Road, Pearl River, New York (NY) 10965, United States (USA)",Protein Sciences Corporation
927408919,"3440 S. Dearborn St, Suite 300, Chicago, Illinois (IL) 60616, United States (USA)","Kashiv BioSciences, LLC"
295420264,"Le quartier du Rieu, Avenue des Chenes Rouges, Ales Gard, Occitanie 30100, France (FRA)",LFB Biomanufacturing
116935249,"700 Tech Ct, Louisville, CO, Colorado (CO) 80021, United States (USA)",Charlotte's Web
420598724,"No.1392, Huancheng South Road, Wutong Sub-district, Tongxiang, Zhejiang 314500, China (CHN)","Zhejiang Dingtai Pharmaceutical Co., Ltd"
020369745,"6714 NW 16th Street Suite B, Gainesville, Florida (FL) 32653, United States (USA)","Cyclo Therapeutics, Inc."
079446889,"34176 US Highway 19 N, Palm, Florida (FL) 34684, United States (USA)","Regenerative Processing Plant, LLC"
367177816,"3345/100 Nitrianska, Hlohovec, Slovakia 92027, Slovakia (SVK)",Saneca Pharmaceuticals a.s.
079582679,"2500 Central Ave., Boulder, Colorado (CO) 80301, United States (USA)","KBI Biopharma, Inc."
079175491,"105 Praxair Drive, Wilmington, Ohio (OH) 45177, United States (USA)",Linde Gas & Equipment Inc.
240284054,"1938 94th St NW, Edmonton, Alberta T6N 1J3, Canada (CAN)",Labs-Mart Inc
544314159,"1336 Wuzhong Ave.Building D, Suzhou, Jiangsu 215104, China (CHN)","Frontage Laboratories (Suzhou) Co., Ltd."
118844210,"5050 Rondo Dr., Fort Worth, Texas (TX) 76106, United States (USA)",System Beauty
531097751,"No.1, Xinke Road, Biaohai Industrial Zone, Shatang Town, Kaiping, Guangdong 529339, China (CHN)","Kaiping Genuine Biochemical Pharmaceutical Co., Ltd."
546806042,"168 Longwang Road, hangji industrial park, Guangling District, Yangzhou, Jiangsu 225111, China (CHN)","Yangzhou SION Commodity Co., Ltd"
689060246,"821 Geumbaek-ro, Chochon-myeon,, Buyeo, Chungchungnam-do 33175, Korea, South (KOR)","TAI GUK PHARM. CO., LTD"
768263100,"C/ PAU CLARIS 97, 4 - 1, BARCELONA,  08009, Spain (ESP)",MESO SYSTEM SA
918597266,"B-23, SIDCO Pharmaceutical Complex, Alathur, Thiruporur, Kanchipuram, Tamil Nadu 603110, India (IND)",APEX LABORATORIES PRIVATE LIMITED
079532207,"30 Robert W Boyden Road, Taunton, Massachusetts (MA) 02780, United States (USA)",Founders Science Group Llc
047124582,"9045 Americana Way Unit 37, Vero Beach, Florida (FL) 32966, United States (USA)",Total Operations Management LLC DBA:Bestmade Natural Products Micro
079126258,"5446 W Roosevelt, #101, Phoenix, Arizona (AZ) 85043, United States (USA)",Signature Formulations LLC
079401305,"600 Printwood Drive, Dickson, Tennessee (TN) 37055, United States (USA)",Zochem LLC
313725137,"Stieffring 14, Berlin,  13627, Germany (DEU)","Chemisch-pharmazeutisches Labor, Rolf Sachse GmbH"
081032904,"200 Cardinal Way, Redwood City, California (CA) 94063, United States (USA)",AstraZeneca Pharmaceuticals LP
119207408,"5202 W 70th Pl, Bedford Park, Illinois (IL) 60638, United States (USA)","Dhaliwal Labs North, LLC"
117470446,"14395 Bergen Boulevard, Noblesville, Indiana (IN) 46060, United States (USA)",Curium US LLC
313270335,"Emil-von-Behring-Str. 76, Marburg,  35041, Germany (DEU)",BioNTech Manufacturing Marburg GmbH
022653140,"3708 West St, Hyattsville, Maryland (MD) 20785, United States (USA)",Happy Farm Botanicals Inc.
828917653,"204 Cardinal Drive, Denton, Texas (TX) 76209, United States (USA)",pNeo LLC
118793457,"3950 N Mays St, Round Rock, Texas (TX) 78665, United States (USA)","Benuvia Operations, LLC"
986117174,"Unit 25 Baldoyle Industrial Estate, Grange Road, Dublin,  , Ireland (IRL)",McDermott Laboratories Limited trading as Mylan Dublin Respiratory
117203574,"456 N. International Parkway, Minooka, Illinois (IL) 60447, United States (USA)",Menasha Packaging Company
342673024,"Byk-Gulden-Str. 2, Konstanz,  78467, Germany (DEU)",Eurofins PHAST Development GmbH & Co. KG
963271750,"21-164 Sandan-gil, Jeonui-myeon, Sejong,  30003, Korea, South (KOR)","Kolmar Korea Co.,LTD. Gwanjeong 2 factory"
251147679,"2020 Ellesmere Road, Unit 14-16, Toronto, Ontario M1H 2Z8, Canada (CAN)",Hill Top Research Limited
650600778,"15-A Caves Road Premsons Industrial Estate, Jogeshwari E, Mumbai,  400060, India (IND)",T M Thakore Pharmaceutical Laboratories
414325873,"Kloosterstraat 9 RY, Oss,  5349 AB, Netherlands (NLD)",BioConnection B.V.
476333609,"POLIGONO INDUSTRIAL MOCHOLI (CL MOCHOLI) 2, NOAIN (V ELORZ)/NOAIN (ELORTZIBAR), Navarra 31110, Spain (ESP)",3 P BIOPHARMACEUTICALS SL
079716147,"5070 Carpenter Rd, Ypsilanti, Michigan (MI) 48197, United States (USA)",Metro Welding Supply Corporation
962558263,"25 Health Sciences Dr, Stony Brook, New York (NY) 11790, United States (USA)",Biocogent LLC
422254391,"Ul. Lipska 44, Kraków, małopolskie 30-721, Poland (POL)",FARMINA SP Z O O
221477132,"Bradshaw Lane Greenhalgh With Thistleton, Preston,  PR4 3JA, United Kingdom (GBR)",Laleham Health And Beauty Limited
063690705,"1720 2ND Ave S, Birmingham, Alabama (AL) 35294-0004, United States (USA)",University of Alabama at Birmingham
421335280,"No.28, Chuangye Avenue, Gedian Economic & Technological Development Zone, Ezhou, Hubei 436070, China (CHN)","Wuhan RS Pharmaceuticals Co., LTD."
381967751,"ZONE INDUSTRIELLE de la Nau, SAINT VIANCE,  19240, France (FRA)",SOCIETE INDUSTRIELLE LIMOUSINE D'APPLICATION BIOLOGIQUE
088312414,"1147 Akron Road, Wooster, Ohio (OH) 44691-2501, United States (USA)","GOJO Industries, Inc."
010527359,"85 Hoffman Lane, Suite L&M, Islandia, New York (NY) 11749, United States (USA)",Savings Distributors LLC
047161553,"10769 N. Frank Lloyd wright Blvd. Suite A-110, Scottsdale, Arizona (AZ) 85259, United States (USA)",Sina Health Inc
079800021,"700 W North Shore Drive, Hartland, Wisconsin (WI) 53029-8358, United States (USA)","Medline Industries, LP (f/k/a Medline Industries, Inc.)"
119384942,"21700 Mark Collins Dr, Sauk Village, Illinois (IL) 60411-4988, United States (USA)","Warehouse Specialists, LLC"
543331019,"No.18-1, Gushan Road, Economic Development Zone, Zaozhuang, Shandong 277100, China (CHN)","Wanbang Sinock Biopharmaceutical Co., Ltd."
688744572,"44-20 Tongil-ro 1888beon-gil, Munsan-eup, Gyeonggi,  10808, Korea, South (KOR)",Hanmi Nutrition Inc
412010725,"Kloosterstraat 9, Oss, Noord Brabant 5349 AB, Netherlands (NLD)",Eurofins Spinnovation Analytical BV
650882322,"Plot No. 74B, Jawaharlal Nehru Pharma City, Parawada, Anakapalli, Andhra Pradesh 531021, India (IND)",LAURUS SYNTHESIS PRIVATE LIMITED
986018601,"Monksland Industrial Estate, Athlone,  N37 DH79, Ireland (IRL)",Alexion Pharma International Operations Limited
544341926,"No. 66 Jianshe Road, High-Tech Industrial Development District,, Zhumadian, Henan 463000, China (CHN)","TOPFOND PHARMACEUTICAL CO., LTD."
079479993,"2439 Claflin Rd, Manhattan, Kansas (KS) 66502, United States (USA)","Ascension Via Christi Home Medical Wichita, LLC"
078785627,"8595 W 81st St, Tulsa, Oklahoma (OK) 74131, United States (USA)","Industrial Welding & Tool Supply, Ltd."
884950846,"503 N BROADWAY ST, TECUMSEH, Oklahoma (OK) 74873, United States (USA)",Gage Lucky 13 LLC dba Tecumseh Oxygen & Medical Supply
650885309,"Plot No. 19, 20 & 21, Western Sector APSEZ Gurajapalem Village, Rambilli Mandal, Anakapalli, Andhra Pradesh 531011, India (IND)",LAURUS LABS LIMITED
024949457,"3789 Spinnaker Court, Fremont, California (CA) 94538, United States (USA)",Citragen Pharmaceuticals Inc
066709746,"14600 NW 60th Avenue, Unit B, Miami Lakes, Florida (FL) 33014, United States (USA)","Panax Clinical Research, LLC"
650810141,"Unit-II, Sy.No. * Parts of 454, 455, 457, 458 & 459, Chandampet (Village), Shankarampet-R (Mandal), Medak, Telangana 502255, India (IND)",MSN LIFE SCIENCES PRIVATE LIMITED
079196022,"3607 Old Conejo Road, Thousand Oaks, California (CA) 91320, United States (USA)",Proficient Rx LP
422123299,"Ul. Sowińskiego 11, Gliwice,  44-101, Poland (POL)",AVANTOR PERFORMANCE MATERIALS POLAND S A
872260931,"Promas House, 2nd Floor, Plot No.R-877, TTC Industrial Area, MIDC Rabale, Navi Mumbai, Maharashtra 400701, India (IND)",Promas Research Laboratories Pvt Ltd
676254917,"Plot No M-190, M.I.D.C., Waluj, Aurangabad, Maharashtra 431136, India (IND)",Sydler Remedies Pvt Limited
554519255,"North Wei'er Road,Bio-tech Zone,Dafeng Harbor, Dafeng, Yancheng,  224100, China (CHN)","Jiangsu Huanxin High-tech Materials Co.,Ltd."
464038373,"CALLE NICOSTRATO VELA (- PQ. TECNOLOGICO LEÓN), S/N - M1.1-M1.2, LEON,  24009, Spain (ESP)","LSNE-Leon, SLU, D/B/A: PCI Pharma Services"
079262099,"11175 CAMPUS ST STE C1037, LOMA LINDA, California (CA) 92354, United States (USA)","PETNET SOLUTIONS, INC."
421555319,"No. 10688, Wenliang Road, Dongjia Town, Licheng District, Jinan, Shandong 250105, China (CHN)","Qilu Animal Health Products Co., Ltd."
650863256,"2/220, Kundru Medu Street, Sirumathur Village, Padappai, Sriperumbudur Taluk, Kanchipuram District, Chennai, Tamil Nadu 601301, India (IND)",MOLCLONE LABS PRIVATE LIMITED
689851514,"154 Gieopdosi 1-ro, Daesowon-myeon, Chungju, Chungcheongbuk-do 27465, Korea, South (KOR)",OUTIN FUTURES CORP.
650953990,"Survey Nos. 125 (part) & 126 IDA, Mallapur, Hyderabad, Telangana 500076, India (IND)",Aragen Life Sciences Limited
756140078,"Plot No. 125(Part), 126, UG Floor (MLR3), IDA, Mallapur, Mallapur Village, Uppal Mandal, Medchal Malkajgiri, Telangana 500076, India (IND)",Aragen Life Sciences Limited
