ndc_code,proprietary_name,drug_dosage,drug_strength,ndc_id,drug_id,manufacturer_name
61703-600-05,Carboplatin,Injection,600 mg/60 mL (10 mg/mL),5322,361,"Hospira, Inc., a Pfizer Company"
61703-600-05,Carboplatin,Injection,600 mg/60 mL (10 mg/mL),5323,317,"Hospira, Inc., a Pfizer Company"
61703-600-05,Carboplatin,Injection,600 mg/60 mL (10 mg/mL),5324,312,"Hospira, Inc., a Pfizer Company"
61703-600-05,Carboplatin,Injection,600 mg/60 mL (10 mg/mL),5325,279,"Hospira, Inc., a Pfizer Company"
61703-600-05,Carboplatin,Injection,600 mg/60 mL (10 mg/mL),5326,128,"Hospira, Inc., a Pfizer Company"
61703-600-05,Carboplatin,Injection,600 mg/60 mL (10 mg/mL),5327,100,"Hospira, Inc., a Pfizer Company"
61703-600-05,Carboplatin,Injection,600 mg/60 mL (10 mg/mL),5328,35,"Hospira, Inc., a Pfizer Company"
0641-6024-10,Fentanyl Citrate,Injection,50 ug/1 mL,5329,617,"Hikma Pharmaceuticals USA, Inc."
0641-6024-10,Fentanyl Citrate,Injection,50 ug/1 mL,5330,353,"Hikma Pharmaceuticals USA, Inc."
0641-6024-10,Fentanyl Citrate,Injection,50 ug/1 mL,5331,320,"Hikma Pharmaceuticals USA, Inc."
0641-6024-10,Fentanyl Citrate,Injection,50 ug/1 mL,5332,244,"Hikma Pharmaceuticals USA, Inc."
0641-6024-10,Fentanyl Citrate,Injection,50 ug/1 mL,5333,196,"Hikma Pharmaceuticals USA, Inc."
0641-6024-10,Fentanyl Citrate,Injection,50 ug/1 mL,5334,11,"Hikma Pharmaceuticals USA, Inc."
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5335,600,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5336,510,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5337,468,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5338,463,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5339,457,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5340,441,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5341,300,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5342,289,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5343,152,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5344,111,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5345,80,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5346,79,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5347,72,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5348,71,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5349,40,"Hospira, Inc., a Pfizer Company"
0409-1323-05,Lidocaine Hydrochloride Preservative Free In Plastic Container,Injection,"100 mg/5mL (2%,20 mg/1 mL) Syringes",5350,19,"Hospira, Inc., a Pfizer Company"
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5351,600,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5352,510,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5353,468,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5354,463,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5355,457,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5356,441,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5357,300,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5358,289,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5359,152,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5360,111,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5361,80,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5362,79,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5363,72,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5364,71,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5365,40,Eugia US LLC
55150-159-74,Lidocaine Hydrochloride,Injection,10 mg/1 mL,5366,19,Eugia US LLC
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5367,539,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5368,502,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5369,490,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5370,486,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5371,453,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5372,433,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5373,378,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5374,310,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5375,271,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5376,223,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5377,219,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5378,183,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5379,146,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5380,124,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5381,88,Rhodes Pharmaceuticals L.P.
42858-166-01,Lisdexamfetamine Dimesylate,Capsule,60 mg,5382,8,Rhodes Pharmaceuticals L.P.
0517-4810-25,Nitroglycerin,Injection,5 mg/1 mL,5383,642,"American Regent, Inc."
0517-4810-25,Nitroglycerin,Injection,5 mg/1 mL,5384,604,"American Regent, Inc."
0990-4179-05,Aminosyn-Pf 10%,Injection,0.1,5385,635,"ICU Medical, Inc."
0990-4179-05,Aminosyn-Pf 10%,Injection,0.1,5386,246,"ICU Medical, Inc."
0990-4179-05,Aminosyn-Pf 10%,Injection,0.1,5387,150,"ICU Medical, Inc."
0990-4179-05,Aminosyn-Pf 10%,Injection,0.1,5388,73,"ICU Medical, Inc."
0990-4179-05,Aminosyn-Pf 10%,Injection,0.1,5389,36,"ICU Medical, Inc."
13668-383-30,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil,Tablet,10 mg; 12.5 mg; 40 mg,5390,48,Torrent Pharma Inc.
43547-407-50,Clonazepam,Tablet,1 mg,5391,438,"Prinston Pharmaceutical, Inc."
43547-407-50,Clonazepam,Tablet,1 mg,5392,381,"Prinston Pharmaceutical, Inc."
43547-407-50,Clonazepam,Tablet,1 mg,5393,346,"Prinston Pharmaceutical, Inc."
43547-407-50,Clonazepam,Tablet,1 mg,5394,213,"Prinston Pharmaceutical, Inc."
43547-407-50,Clonazepam,Tablet,1 mg,5395,52,"Prinston Pharmaceutical, Inc."
36000-283-25,Furosemide,Injection,10 mg/1 mL,5396,599,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5397,538,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5398,445,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5399,328,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5400,315,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5401,295,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5402,160,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5403,69,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5404,67,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5405,51,Baxter Healthcare
36000-283-25,Furosemide,Injection,10 mg/1 mL,5406,34,Baxter Healthcare
0591-0844-10,Glipizide,"Tablet, Extended Release",5 mg,5407,562,"Teva Pharmaceuticals USA, Inc."
0591-0844-10,Glipizide,"Tablet, Extended Release",5 mg,5408,549,"Teva Pharmaceuticals USA, Inc."
0591-0844-10,Glipizide,"Tablet, Extended Release",5 mg,5409,132,"Teva Pharmaceuticals USA, Inc."
72205-136-91,Lisdexamfetamine Dimesylate,"Tablet, Chewable",50 mg,5410,392,Novadoz Pharmaceuticals LLC
72205-136-91,Lisdexamfetamine Dimesylate,"Tablet, Chewable",50 mg,5411,275,Novadoz Pharmaceuticals LLC
72205-136-91,Lisdexamfetamine Dimesylate,"Tablet, Chewable",50 mg,5412,60,Novadoz Pharmaceuticals LLC
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5413,644,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5414,555,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5415,546,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5416,498,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5417,464,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5418,321,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5419,148,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5420,75,Janssen Pharmaceuticals
50458-586-01,Concerta,"Tablet, Extended Release",36 mg,5421,9,Janssen Pharmaceuticals
0941-0679-05,Peritoneal Dialysis,Solution,SEE ATTACHED DOCUMENTS,5422,565,Baxter Healthcare
0941-0679-05,Peritoneal Dialysis,Solution,SEE ATTACHED DOCUMENTS,5423,504,Baxter Healthcare
10122-143-01,Retavase,Injection,10 mL/vial,5424,540,"Chiesi USA, Inc."
65862-583-05,Amlodipine Besylate; Benazepril Hydrochloride,Capsule,5 mg; 10 mg,5425,309,Aurobindo Pharma USA
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5426,630,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5427,626,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5428,590,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5429,516,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5430,481,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5431,474,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5432,452,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5433,236,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5434,197,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5435,181,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5436,171,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5437,170,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5438,110,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5439,46,Sandoz Inc.
0185-0842-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg,5440,45,Sandoz Inc.
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5441,607,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5442,525,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5443,508,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5444,482,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5445,455,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5446,443,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5447,422,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5448,407,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5449,248,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5450,205,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5451,168,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5452,163,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5453,159,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5454,158,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5455,90,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5456,57,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5457,39,Baxter Healthcare
43066-557-12,Dexmedetomidine Hydrochloride,Injection,400 ug/100 mL,5458,30,Baxter Healthcare
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5459,607,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5460,525,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5461,508,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5462,482,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5463,455,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5464,443,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5465,422,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5466,407,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5467,248,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5468,205,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5469,168,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5470,163,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5471,159,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5472,158,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5473,90,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5474,57,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5475,39,"Meitheal Pharmaceuticals, Inc."
71288-505-03,Dexmedetomidine Hydrochloride,Injection,100 ug/1 mL,5476,30,"Meitheal Pharmaceuticals, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5477,609,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5478,530,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5479,526,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5480,509,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5481,408,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5482,375,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5483,344,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5484,343,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5485,329,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5486,323,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5487,286,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5488,274,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5489,175,"Hikma Pharmaceuticals USA, Inc."
0641-2341-41,Hydromorphone Hydrochloride,Injection,2 mg/1 mL,5490,74,"Hikma Pharmaceuticals USA, Inc."
55150-438-10,Ketamine Hydrochloride,Injection,10 mg/1 mL,5491,440,Eugia US LLC
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5492,624,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5493,623,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5494,616,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5495,614,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5496,553,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5497,449,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5498,425,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5499,356,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5500,172,Alembic Pharmaceuticals
62332-601-25,Ketorolac Tromethamine,Injection,60 mg/2 mL,5501,107,Alembic Pharmaceuticals
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5502,600,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5503,510,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5504,468,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5505,463,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5506,457,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5507,441,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5508,300,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5509,289,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5510,152,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5511,111,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5512,80,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5513,79,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5514,72,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5515,71,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5516,40,Eugia US LLC
55150-164-02,Lidocaine Hydrochloride,Injection,20 mg/mL,5517,19,Eugia US LLC
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5518,539,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5519,502,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5520,490,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5521,486,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5522,453,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5523,433,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5524,378,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5525,310,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5526,271,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5527,223,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5528,219,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5529,183,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5530,146,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5531,124,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5532,88,"Sun Pharmaceutical Industries, Inc."
57664-050-88,Lisdexamfetamine Dimesylate,Capsule,50 mg,5533,8,"Sun Pharmaceutical Industries, Inc."
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5534,645,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5535,598,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5536,597,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5537,596,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5538,582,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5539,522,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5540,477,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5541,426,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5542,228,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5543,161,"Fresenius Kabi USA, LLC"
63323-411-12,Midazolam Hydrochloride,Injection,1 mg/1 mL,5544,102,"Fresenius Kabi USA, LLC"
0071-0530-23,Accupril,Tablet,10 mg,5545,632,Pfizer Inc.
0071-0530-23,Accupril,Tablet,10 mg,5546,581,Pfizer Inc.
0071-0530-23,Accupril,Tablet,10 mg,5547,511,Pfizer Inc.
0071-0530-23,Accupril,Tablet,10 mg,5548,149,Pfizer Inc.
0071-0530-23,Accupril,Tablet,10 mg,5549,117,Pfizer Inc.
63323-285-20,Naropin,Injection,2 mg/1 mL,5550,487,"Fresenius Kabi USA, LLC"
63323-285-20,Naropin,Injection,2 mg/1 mL,5551,410,"Fresenius Kabi USA, LLC"
63323-285-20,Naropin,Injection,2 mg/1 mL,5552,225,"Fresenius Kabi USA, LLC"
63323-285-20,Naropin,Injection,2 mg/1 mL,5553,214,"Fresenius Kabi USA, LLC"
