duns_number,firm_name,address
163532476,"Airgas USA, LLC","501 Industrial Dr, Glasgow, Kentucky (KY) 42141-5037, United States (USA)"
004283052,"Leading Respiratory Services, Inc.","57 Vine Street, Peebles, Ohio (OH) 45660, United States (USA)"
650521722,Malladi Drugs & Pharmaceuticals Limited,"No 67, SIPCOT Industrial Complex,Ranipet,, Ranipet, Tamil Nadu 632403, India (IND)"
159008619,"Dynalabs, LLC","2327 Chouteau Ave, St. Louis, Missouri (MO) 63103, United States (USA)"
537401556,BioSpring Gesellschaft für Biotechnologie mbH,"Alt Fechenheim 34, Frankfurt am Main, Hessen 60386, Germany (DEU)"
654561638,"Hainan Poly Pharm. Co., Ltd.","Guilinyang Economic Development Zone, Meilan District, Haikou, Hainan 571127, China (CHN)"
079093441,Norco Inc.,"1720 Ne Andresen Rd, Vancouver, Washington (WA) 98661, United States (USA)"
173360061,"KVK-TECH, INC.","110 TERRY DR., NEWTOWN, Pennsylvania (PA) 18940, United States (USA)"
428584502,IMS SRL,"via Venezia Giulia 23, Milano, Lombardia 20157, Italy (ITA)"
195549816,Florida Oxygen & Transfilling Inc.,"8519 Formel Ave, Port Richey, Florida (FL) 34668, United States (USA)"
650328805,Symbiotec Pharmalab Private Limited,"385/2, Pigdamber, Rau, Indore, Madhya Pradesh 453331, India (IND)"
915851870,INDOCO REMEDIES LIMITED,"Goa Plant-II & III, L-32,33,34, Verna Industrial Area, Verna, Goa, Goa 403722, India (IND)"
101892912,Pilgrim's Pride Corporation,"Fm 1275 South, Nacogdoches, Texas (TX) 75963, United States (USA)"
833132108,Linde Gas & Equipment Inc.,"449 Rolling Meadows Drive, Fon Du Lac, Wisconsin (WI) 54937, United States (USA)"
965585842,East Coast Oxygen,"310 Elk Park Drive, Asheville, North Carolina (NC) 28804, United States (USA)"
125104823,"Liberty Oxygen and Homecare, Inc. dba Liberty Oxygen and Home Care, Inc.","4820 Park Glen Road, Minneapolis, Minnesota (MN) 55416, United States (USA)"
183434807,KTL&C LLC dba RX Positive Medical Supply,"1845 W 25th Street Ste B, Yuma, Arizona (AZ) 85364, United States (USA)"
165486861,"Cardinal Health 414, LLC","201 Lathrop Way, Suite D, Sacramento, California (CA) 95815, United States (USA)"
056846660,Stan's Inc.,"1008 Railway Avenue, Alpena, South Dakota (SD) 57312, United States (USA)"
265492868,Maco Productions,"200 Chaussee Fernand Forest, Tourcoing,  59200, France (FRA)"
527216133,"JQC (Huayin) Pharmaceutical Co., Ltd.","Yuquan Road Huayin City, Weinan, SN 714203, China (CHN)"
189630168,Heritage Pharma Labs Inc. d/b/a Avet Pharmaceuticals Labs Inc.,"21B Cotters Ln, East Brunswick, New Jersey (NJ) 08816, United States (USA)"
361513570,NuSil Technology LLC,"2343 Pegasus Drive, Bakersfield, California (CA) 93308, United States (USA)"
079813876,Teva Branded Pharmaceutical Products R&D LLC,"145 Brandywine Parkway, West Chester, Pennsylvania (PA) 19380, United States (USA)"
860477684,Strides Pharma Science Limited,"Plot No. 101 to 108 & 153, SIDCO Pharmaceutical Complex, Alathur, Chengalpattu, Tamil Nadu 603110, India (IND)"
862602830,Emcure Pharmaceuticals Limited,"Plot No. P-2, I.T.B.T. Park, Phase - II, MIDC, Hinjawadi, Pune, Maharashtra 411057, India (IND)"
726631497,PT. GALENIUM PHARMASIA LABORATORIES,"Jl.Adityawarman, Melawai, Kebayoran Baru, Jakarta, Jakarta 12160, Indonesia (IDN)"
080578923,"Vee Pak, LLC dba Voyant Beauty","6710 River Road, Hodgkins, Illinois (IL) 60525, United States (USA)"
464755693,Bieffe Medital SA,"Carretera Nacional 260, S/N, Sabinanigo (Senegue),  22666, Spain (ESP)"
177803855,"West Pharmaceutical Services, Inc.","1028 Innovation Way, Kinston, North Carolina (NC) 28504-7616, United States (USA)"
816148399,"Interquim, S.A. de C.V.","Guillermo Marconi No. 16, Parque Industrial Cuamatla, Cuautitlan Izcalli, Estado de Mexico 54730, Mexico (MEX)"
692032760,"AGC WAKASA CHEMICALS CO.,LTD.","25-27-1, HANSEI, OBAMA, FUKUI 917-0044, Japan (JPN)"
117807650,"Nukemed, Inc dba SpectronRx","17490 Dugdale Drive, SOUTH BEND, Indiana (IN) 46635, United States (USA)"
848811936,Medical Equipment Solutions Inc dba Pur Air Products,"1220 Vernon St., North Kansas City, Missouri (MO) 64116, United States (USA)"
527128525,"Hubei Haosun Pharmaceutical Co., Ltd.","No.20 Juxian Road, Gedian Economic & Technology Development Area, Ezhou, Hubei 436070, China (CHN)"
528106094,"Zhejiang Supor Pharmaceuticals Co., Ltd","Yuedong Road, Paojiang Industrial Zone, Shaoxing, Zhejiang 312071, China (CHN)"
915664486,ELYSIUM PHARMACEUTICALS LIMITED,"PLOT NO. 1175 P O DABHASA, VADODARA, GUJARAT 391440, India (IND)"
863182240,Elysium Pharmaceuticals Ltd,"253 to 256 and 258, Post: Dabhasa Taluka: Padra, Vadodara, Gujarat 391440, India (IND)"
480086560,SwissCo Services AG,"Bahnhofstrasse 14, Sisseln,  4334, Switzerland (CHE)"
004068490,"Flint River Mills, Inc.","1006 Dothan Road, Bainbridge, Georgia (GA) 39817, United States (USA)"
620714787,"Nexus Pharmaceuticals, LLC","400 Knightsbridge Parkway, Lincolnshire, Illinois (IL) 60069, United States (USA)"
120042374,"Purity Cylinder Gases, Inc.","2940 Clydon Ave SW, Grand Rapids, Michigan (MI) 49519, United States (USA)"
006055710,"Purity Cylinder Gases, Inc.","1364 Trade Centre Drive, Traverse City, Michigan (MI) 49696, United States (USA)"
363001541,CareLinc Medical Equipment,"725 W State St, Hastings, Michigan (MI) 49058, United States (USA)"
013689635,Quick-Fill Mobile Oxygen LLC,"44617 South Airport Rd Ste B, Hammond, Louisiana (LA) 70403, United States (USA)"
089482657,"AIRGAS USA, LLC","1635 Prairie Ln, Eau Claire, Wisconsin (WI) 54703-9816, United States (USA)"
090691122,"Mentholatum Company, The","111 Rock Road, Horsham, Pennsylvania (PA) 19044, United States (USA)"
676244169,InterMed Laboratories Private Limited,"4, G.k. Industrial Estate, Alapakkam, Tiruvallur Arcot Road, Porur, CHENNAI, Tamil Nadu 600116, India (IND)"
239828197,Norgine Limited,"7 Tir-y-berth Industrial Estate New Road, Tir-y-berth, Hengoed,  CF82 8SJ, United Kingdom (GBR)"
726025211,Jell Pharmaceuticals Pvt Ltd.,"Survey No. 142/2, Athal Industrial Estate Village Athal, Silvasa, Dadra Nagar Haveli 396230, India (IND)"
236201174,Teva NI Limited,"Old Belfast Road, Millbrook, Larne, County,  Antrim, BT40 2SH, United Kingdom (GBR)"
119145517,Indivior Manufacturing LLC,"8900 Capital Blvd, Raleigh, North Carolina (NC) 27616, United States (USA)"
363066452,Supernus Pharmaceuticals Inc,"9715 Key West Ave, Rockville, Maryland (MD) 20850, United States (USA)"
915793658,Micro Labs Limited,"Plot No. S-155 to S-159 & N1, Phase III & Phase IV, Verna Industrial Estate, Verna, Goa 403722, India (IND)"
366950413,Synthon s.r.o.,"Brnenska 597/32, Blansko,  67801, Czech Republic (CZE)"
862636623,Alchymars ICM SM Private Limited,"A-14 & 20, SIDCO Pharmaceutical Complex, Alathur, Chengalpattu District, Tamil Nadu 603110, India (IND)"
006136793,"AIRGAS USA, LLC","1570 E Riverview Dr, Phoenix, Arizona (AZ) 85034-6613, United States (USA)"
280374656,Sanofi Winthrop Industrie,"Zone Industrielle Du Bois Vert Rue Gilles Roberval, Ploërmel,  56800, France (FRA)"
808634351,"Corden Pharma Boulder, Inc.","4876 Sterling Dr, Boulder, Colorado (CO) 80301, United States (USA)"
688836030,CELLTRION Inc,"23, Academy-ro, Yeonsu-gu, Incheon,  22014, Korea, South (KOR)"
530464981,"Shanghai Kyowa Amino Acid Co.,Ltd","No.158, Xintuan Road, Qingpu Industrial Zone, Shanghai, -Select State- 201707, China (CHN)"
863363165,MSN Laboratories Private Limited,"Sy. No. 317, 320, 321, 322, 323, 604 & 605, Rudraram (Village), Patancheru (Mandal),, Sangareddy District, Telangana 502329, India (IND)"
650459006,AARTI PHARMALABS LIMITED,"Unit - IV, Plot No: E - 50, 50/1, 59/1, M.I.D.C. Tarapur, Taluka & District: Palghar, Tarapur, Maharashtra 401506, India (IND)"
531132009,"Chongqing Carelife Pharmaceutical Co., Ltd","3 Hua Nanyi Road, Chongqing (Changshou) Chemical Industry Park, Chongqing,  401254, China (CHN)"
547460457,"Zhejiang Hongyuan Pharmaceutical Co., Ltd.","No.6 Donghai Fourth Avenue, Zhejiang Toumengang Economic Development Zone, Linhai City, Taizhou, Zhejiang, P. R. of China, Taizhou, Zhejiang 317016, China (CHN)"
480945463,Sigma-Aldrich Production GmbH,"Industriestrasse 25, Buchs, SG 9470, Switzerland (CHE)"
862202793,Piramal Pharma Limited,"Plot No. 67-70, Sector II, District Dhar, Pithampur, Madhya Pradesh 454775, India (IND)"
126295836,"Support Medical Systems, Inc.","101 Waldron Rd, Fall River, Massachusetts (MA) 02720-4723, United States (USA)"
316044288,medac Gesellschaft für klinische Spezialpräparate m.b.H.,"Theaterstrasse 6, Wedel,  22880, Germany (DEU)"
428620082,FARMACEUTICI FORMENTI SPA,"via Giuseppe Di Vittorio 2, Origgio,  21040, Italy (ITA)"
050386676,B and B Cattle Company Inc,"11175 739 RD, Holdrege, Nebraska (NE) 68949, United States (USA)"
123797875,"Amneal Pharmaceuticals of New York, LLC","50 Horseblock Rd, Brookhaven, New York (NY) 11719-9509, United States (USA)"
428696251,Endura Spa,"Via Baiona - Isola Quattro 107/111, Ravenna,  48123, Italy (ITA)"
650833994,Rxhomeo Private Limited,"Indradhanush', 4-1-424 to 426, Bank Street, Abids, Hyderabad, Telangana 500001, India (IND)"
544530153,"Changzhou Qianhong Bio Pharma Co., Ltd formulation plant","No.128 Xueye Road, Xinbei District, Changzhou, Jiangsu 213125, China (CHN)"
545524329,"Changzhou Qianhong Bio Pharma Co., Ltd","No. 192 Huanghe West Road, Xinbei District, Changzhou, Jiangsu 213032, China (CHN)"
063018874,"NEXAIR, LLC","3577 INDUSTRIAL PKWY, BIRMINGHAM, Alabama (AL) 35217, United States (USA)"
828788054,SpecGx LLC,"381 & 385 Marshall Ave, Webster Groves, Missouri (MO) 63119, United States (USA)"
723662396,"Zhejiang Excel Pharmaceutical Company., Ltd.","9 Dazha Road Huangyan Economic Development Zone, TaiZhou, ZheJiang 318020, China (CHN)"
675981458,Sri Krishna Pharmaceuticals Limited,"Unit II, Plot No:A-34,A-35, IDA Nacharam, Uppal (M), Medchal-Malkajgiri District,, Hyderabad, Telangana 500 076, India (IND)"
202309647,Groupe Marcelle Inc.,"9200, ch. Cote-de-Liesse, Lachine, Quebec H8T 1A1, Canada (CAN)"
529361685,"ZHEJIANG TOP MEDICINE CO., LTD.","No.88, Nanhu S. Road, Zhongguan Town, Deqing County, Huzhou, ZHEJIANG 313220, China (CHN)"
547680975,Zhejiang Langhua Pharmaceutical Co. Ltd.,"No. 7 Donghai 3rd Avenue, Zhejiang Provincial Chemical and Medical Materials Base Linhai Zone, Linhai, Zhejiang 317016, China (CHN)"
438961310,Intercos Europe S.p.A.,"STRADA PROVINCIALE BERGAMINA 472 KM. 21,150, Dovera, Cremona 26010, Italy (ITA)"
545292716,GE Healthcare (Shanghai) Co Ltd.,"No. 1 Niudun Road, China (Shanghai) Pilot Free Trade Zone, Shanghai 201203, China (CHN)"
961780132,Genesis Respiratory Services,"499 Tucker Drive, Maysville, Kentucky (KY) 41056, United States (USA)"
603789335,Five Rivers Cattle Feeding-Interstate Feeders,"1710 S 2450 E, Malta, Idaho (ID) 83342, United States (USA)"
858366185,Sai Life Sciences Limited,"Unit-III, Survey No. 296/7/3 & 4, IDA Bollaram, Jinnaram Mandal, Sangareddy District, Hyderabad, Telangana 502325, India (IND)"
421222423,"Shenzhen Lantern Science Co., Ltd.","No.6 Qinglan 2nd Road, Industrial Zone, Pingshan District, shengzeng, Guangdong 421222423, China (CHN)"
465216745,LABORATORIO BONIQUET SAU,"Calle Osona, 10, Sta. Perpetua de Mogoda, Barcelona 08130, Spain (ESP)"
719794307,Greenstone Pharmaceutical Inc.,"Anabu Hills Industrial Estate Anabu 1-C, Imus, Cavite 4103, Philippines (PHL)"
529128649,"Lights Medical Manufacture Co., Ltd.","19 Quanda Road, Wuqing Development Area, Tianjin, Tianjin 301700, China (CHN)"
220022324,Acheson & Acheson Ltd,"Cornbrash Road, Commerce Park, Frome, Somerset BA11 2FN, United Kingdom (GBR)"
122211477,Doyle's Medical Supply,"25 Coe Place, Torrington, Connecticut (CT) 06790, United States (USA)"
737272380,Valneva Scotland Ltd.,"Oakbank Park Road, Livingston, - EH53 0TG, United Kingdom (GBR)"
116709032,"Northland Nuclear Medicine, LLC","1815 Michigan Ave, Bismarck, North Dakota (ND) 58504, United States (USA)"
050355221,Tri State Medical Supply,"732 S. Shoop Avenue, Wauseon, Ohio (OH) 43567, United States (USA)"
361961142,Apace Packaging LLC,"12954 Fountain Run Road, Fountain Run, Kentucky (KY) 42133, United States (USA)"
858971115,DR. REDDY'S LABORATORIES LIMITED,"CTO-SEZ Process Unit-01, Sector No's. 28 to 34, 36 to 37, 40, 50 to 53 & 03, Survey No' s. 57 to 58, 60, 72 to 73, 76 to 77 & 80, Devunipalavalasa Village, Ransthalam Mandal, Srikakulam, Andhra Pradesh 532409, India (IND)"
099981040,Mannkind Corporation,"1 Casper St, Danbury, Connecticut (CT) 06810-6903, United States (USA)"
650460947,SMS Lifesciences India Limited,"Unit-I, Sy No. 180/2,Kazipally Village, Jinnaram Mandal, Sangareddy, Telangana 502319, India (IND)"
677604388,Teva API India Private Ltd.,"Plot No. A-2, A-2/1, A-2/2 UPSIDC Industrial Area, Bijnor Road, Gajraula, Amroha (Uttar Prades 244235, India (IND)"
505004556,Bioreliance Ltd.,"Todd Campus Glasgow West of Scotland Science Park, Glasgow Lanarkshire, Scotland G20 OXA, United Kingdom (GBR)"
131968803,Belleview Biosciences LLC,"15431 Flight Path Dr, Brooksville, Florida (FL) 34604, United States (USA)"
174120506,"Active Cosmetics Manufacturing, Inc.","7075 Kingspointe Pkwy Ste 2, 3, 4 & 5, Orlando, Florida (FL) 32819, United States (USA)"
530105766,"Asymchem Laboratories (Tianjin) Co., Ltd.","No. 6 Dongting 3rd Avenue, TEDA Tianjin, Tianjin,  300457, China (CHN)"
789145745,"AIRGAS USA, LLC","708 E Lincoln Ave, Riverton, Wyoming (WY) 82501-3608, United States (USA)"
495722555,Quinta-Analytica s.r.o.,"Prazska 1486/18c, Prague 10,  10200, Czech Republic (CZE)"
001355176,Linde Gas & Equipment Inc.,"1833 E Pleasant Valley Blvd, Altoona, Pennsylvania (PA) 16602, United States (USA)"
460356033,Laboratorios Magrina SL,"Calle Pereda, 1-7, Sant Adria de Besos, Barcelona 08930, Spain (ESP)"
360804194,"Unit Dose Solutions, Inc.","860 Aviation Parkway Suite 400-A, Morrisville, North Carolina (NC) 27560, United States (USA)"
601006997,"PTI Royston, LLC","545 Old Elbert Rd, Royston, Georgia (GA) 30662, United States (USA)"
119338293,"PTI Georgia, LLC","545 Old Elbert Rd, Royston, Georgia (GA) 30662, United States (USA)"
119161157,Chartwell Pharmaceuticals West Caldwell LLC,"200 Fairfield Ave, West Caldwell, New Jersey (NJ) 07006, United States (USA)"
593772127,Argenta Limited,"2 Sterling Avenue Manurewa, Auckland,  2102, New Zealand (NZL)"
961841793,Sanderson Farms LLC,"3140 J M Drive, Adel, Georgia (GA) 31620, United States (USA)"
557054835,"Pharbest Pharmaceuticals, Inc.","14 Engineers Lane, Farmingdale, New York (NY) 11735, United States (USA)"
790888002,"Spectrum Pharmaceuticals, Inc.","2 Atlantic Ave Fl 6, Boston, Massachusetts (MA) 02110-3976, United States (USA)"
119145438,"Pharmalogic South Carolina, LLC","1185 Woods Chapel Rd, Duncan, South Carolina (SC) 29334, United States (USA)"
314175403,Merck Surface Solution GmbH,"Mainzer Straße 41, Gernsheim,  64579, Germany (DEU)"
831530683,Topical Pharmaceuticals Inc.,"1470 W Bernard Dr, Addison, Illinois (IL) 60101, United States (USA)"
650548766,Sri Krishna Pharmaceuticals Limited,"Unit-III, Survey No. 57, Golkonda Kalan, Raikunta Village, Shamshabad Mandal,, R.R.District,, Telangana 501 218, India (IND)"
482730327,Ingenus Pharmaceuticals GmbH,"Via Cadepiano 24, Barbengo, Ticino 6917, Switzerland (CHE)"
464656979,Sandoz Industrial Products S.A,"c/ Gorg del moli d' En Puigverd, Palafolls, Barc 08389, Spain (ESP)"
986209328,"Astellas Ireland Co., Limited","Damastown Industrial Park, Dublin,  D15 K851, Ireland (IRL)"
863882638,Meghmani LLP,"Plot No. CH-3, GIDC Estate, Dahej, Taluka Vagra, Bharuch, Gujarat 392130, India (IND)"
032870270,"MANA Products,INC","2711 49th Ave, Long Island City, New York (NY) 11101, United States (USA)"
676162024,Hetero Labs Limited,"Unit III, Plot No. 22-110, Part-II, IDA, Jeedimetla, Hyderabad, Telangana 500055, India (IND)"
305779043,Dansk Salt A/S,"Hadsundvej 17, Mariager, Nordjylland 9550, Denmark (DNK)"
118757426,Schmid & Son Packaging Inc,"7699 95th Street South, Cottage Grove, Minnesota (MN) 55016, United States (USA)"
194570248,Calmar dba A&R Medical Supply,"5010 Lomas Blvd NE, Albuquerque, New Mexico (NM) 87110, United States (USA)"
915840825,Sri Krishna Pharmaceuticals Limited,"Survey No 296/7/10, IDA Bollaram (V), Jinnaram (M),, Sangareddy (Dist),, Telangana 502 325, India (IND)"
078368225,Institutional Care Pharmacy,"7537 Easy Street, Mason, Ohio (OH) 45040, United States (USA)"
243296875,Diteba Inc,"1-1680 Tech Ave, Mississauga, ON L4W 5S9, Canada (CAN)"
687791475,Seil International Ltd,"169 Dogok-ro, Gangnam-gu, SEOUL, - 06256, Korea, South (KOR)"
790141043,"AeroCare Holdings, LLC","700 Automation Dr Unit G, Windsor, Colorado (CO) 80550-3119, United States (USA)"
565453425,Medichem Manufacturing (Malta) Limited,"HF61 Hal Far Industrial Estate, Hal Far, Birzebbuga,  BBG 3000, Malta (MLT)"
360690247,Northwest Respiratory Services,"2735 NE 46th Ave, Des Moines, Iowa (IA) 50317, United States (USA)"
360690262,Northwest Respiratory Services,"7224 Jebens Ave Unit B, Davenport, Iowa (IA) 52806, United States (USA)"
360690197,Northwest Respiratory Services,"3700 South 6th Street #B-2, Lincoln, Nebraska (NE) 68502, United States (USA)"
360690205,Northwest Respiratory Services,"2723 N. 85th Street, Omaha, Nebraska (NE) 68134, United States (USA)"
117871358,"Advanced Dairy, LLC","9 State Rd 29, Spring Valley, Wisconsin (WI) 54767, United States (USA)"
118105340,"Barton Solvents, Inc.","800 Rail Way, West Bend, Wisconsin (WI) 53095, United States (USA)"
534698449,Arab Pharmaceuticals Manufacturing PSC,"Abdullah II bin Al Hussein Industrial Estate, H Street, Building no. 284, Industrial City, P.O. Box: 41, Sahab,  11512, Jordan (JOR)"
677605858,Zydus Lifesciences Limited,"Village Swaraj Majra, P.O. Baddi, Tehsil-Nalagarh, Solan, Himachal Pradesh 173205, India (IND)"
480286111,ASM AEROSOL-SERVICE AG,"Industriestrasse 11, Möhlin, AG 4313, Switzerland (CHE)"
021220020,"Animal Health International, Inc.","8857 S US Highway 377, Dublin, Texas (TX) 76446, United States (USA)"
556234636,"Sigmapharm Laboratories, LLC","3375 Progress Drive, Bensalem, Pennsylvania (PA) 19020, United States (USA)"
689605084,JJindustry.Co.Ltd,"124 Sagimakgol-ro, Jungwon-gu, Seongnam, Gyeonggi 13207, Korea, South (KOR)"
527977921,Zibo Xinhua-Perrigo Pharmaceutical Company Limited,"No. 13 Huagong Road, Chemical Area, Zibo High-Tech. Development Zone, Zibo, Shandong 255000, China (CHN)"
650443471,DR. REDDY'S LABORATORIES LIMITED,"Peddadevulapally, Tripuraram Mandal, Nalgonda, Telangana 508 207, India (IND)"
650443679,DR. REDDY'S LABORATORIES LIMITED,"Plot No 1, 75A ,75B, 105, 110, 111 & 112, Sri Venkateswara Co-operative Industrial Estate, Bollaram, Jinnaram (Mandal), Sangareddy, Telangana 502 325, India (IND)"
602602026,CareLinc Medical Equipment,"5750 West US 10, Ludington, Michigan (MI) 49431, United States (USA)"
654457522,"Tonghua Dongbao Pharmaceutical Co., Ltd","Dongbao New Village, Tonghua County, Tonghua, Jilin 134123, China (CHN)"
421269617,"Sinopep-Allsino Biopharmaceutical Co., Ltd.","No.28, Linpu Road, Economic & Technological Development Zone,, Lianyungang, Jiangsu 222000, China (CHN)"
554434412,"Zhejiang Shenzhou Pharmaceutical Co., Ltd","No 9 Hongyun Road, Xiandai Industrial Zone, Fuying District, Xianju, Taizhou,Zhejiang,  317300, China (CHN)"
675828590,Apotex Pharmachem India Pvt. Ltd.,"Plot No. 1a, Bommasandra Industrial Area, 4th Phase, Bommasandra Industrial Estate (Post Office), Bangalore, Karnataka 560 099, India (IND)"
551323442,C.P.M. ContractPharma GmbH,"Frühlingsstrasse 7, Feldkirchen-Westerham,  83620, Germany (DEU)"
498254556,DSG Biotec GmbH Institut für Pharma-Analytik,"Rosenheimer Str. 3, Aschau Chiemgau,  83229, Germany (DEU)"
370353835,Baxter SA,"Boulevard René Branquart 80 PO Box B1A, Lessines,  7860, Belgium (BEL)"
360690213,Northwest Respiratory Services,"301 4th Avenue Southeast, Mapleton, North Dakota (ND) 58059, United States (USA)"
831789909,Northwest Respiratory Services,"4208 Enterprise Circle, Duluth, Minnesota (MN) 55811, United States (USA)"
360690270,Northwest Respiratory Services,"24 16th Street, Windom, Minnesota (MN) 56101, United States (USA)"
360690221,Northwest Respiratory Services,"2517 Business 371, Brainerd, Minnesota (MN) 56401, United States (USA)"
444912802,Fresenius Kabi iPSUM S.r.l.,"Via San Leonardo 23, Villadose, RO 45010, Italy (ITA)"
924839850,ZENARA PHARMA PRIVATE LIMITED,"Plot No. 83/B, 84, 87 to 96, Phase III, IDA Cherlapally, Hyderabad, Telangana 500051, India (IND)"
436948830,Biokosmes SRL,"via Dei Livelli 1, Bosisio Parini, Lecco 23842, Italy (ITA)"
442875608,Gnosis SpA,"Via Pomarico SNC Pisticci, Pisticci, Matera 75015, Italy (ITA)"
450630343,"LUSOMEDICAMENTA - SOCIEDADE TECNICA FARMACEUTICA, S.A.","Estrada Consiglieri Pedroso, 69 B and 66, Queluz de Baixo, Barcarena 2730-055, Portugal (PRT)"
249113572,Activation Laboratories Ltd.,"41 Bittern St., Ancaster, Ontario L9G 4V5, Canada (CAN)"
915389741,Unichem Laboratories Limited,"Plot No. 10 to 18, Pilerne Industrial Estate, Pilerne, Bardez, Goa 403511, India (IND)"
650479012,RioCare India Private Limited,"Plot No. R-940, TTC Industrial Area, MIDC Rabale, Navi Mumbai, Maharashtra 400701, India (IND)"
155321396,Linde Gas & Equipment Inc.,"5324 Grant Avenue, Cleveland, Ohio (OH) 44125, United States (USA)"
329804632,Wacker Biotech GmbH,"Hans-Knöll-Strasse 3, Jena, Thuringia 07745, Germany (DEU)"
264731577,Charles River Endotoxin Microbial Detection Europe,"9 All Moulin Berger, Ecully,  69130, France (FRA)"
612608484,"Advanced Medical Equipment, LLC","1318 E Oklahoma Ave, Guthrie, Oklahoma (OK) 73044, United States (USA)"
471409309,Laboratorios Liconsa SAU,"AVENIDA DE MIRALCAMPO 7, ALCALA DE HENARES, AZUQUECA DE HENARES 19200, Spain (ESP)"
968003785,"EyePoint Pharmaceuticals US, Inc.","480 Pleasant Street B300, Watertown, Massachusetts (MA) 02472, United States (USA)"
650375905,SHREEPATI PHARMACEUTICALS PRIVATE LIMITED,"Survey No. 184/1 Village Silotia, Dist Dhar, Madhya Pradesh 454775, India (IND)"
616846528,"Sulzbach Enterprises, Inc.","413 Edgar Ave, Delta, Pennsylvania (PA) 17314, United States (USA)"
676396796,Symed Labs Limited,"UNIT-II, Plot No. 25/B, Phase-III, IDA, Jeedimetla (Village), Quthbullapur (Mandal), Medchal-Malkajgiri, Telangana 500055, India (IND)"
723398876,"Tianjin Weijie Pharmaceutical Co., Ltd.","No. 28 Qixia Street, Hangu Modern Industry Park, TEDA, Tianjin 300480, China (CHN)"
565485657,Biovet-AD,"68a, Aprilsko Vastanie Blvd., Razgrad, - 7200, Bulgaria (BGR)"
480216489,Ophtapharm AG,"Technoparkstrasse 7, Winterthur,  8406, Switzerland (CHE)"
482198285,Ophtapharm AG,"Riethofstrasse 1, Hettlingen,  8442, Switzerland (CHE)"
403364669,Niacet b.v.,"Papesteeg 91, Tiel, Gelderland 40 06 WC, Netherlands (NLD)"
862273604,MONTAGE CHEMICALS PRIVATE LIMITED,"W-38, MIDC Area, Morivili,Ambernath, Thane, Maharashtra 421505, India (IND)"
527157596,Huangshi Hygienic Material Medicine Co. Ltd,"386 Shenxia Rd., Huangshi, Hubei 435000, China (CHN)"
341000198,Klocke Pharma-Service GmbH,"Straßburger Str.77, Appenweier,  77767, Germany (DEU)"
840517945,"PETNET SOLUTIONS, INC.","1301 22ND AVE S, NASHVILLE, Tennessee (TN) 37232, United States (USA)"
118496872,Eagle Labs Inc.,"10540 72nd St N, Seminole, Florida (FL) 33777, United States (USA)"
650488088,COHANCE LIFESCIENCES LIMITED,"R.S.No.50/1, Mukteswarapuram Village Jaggaiahpet Mandal, NTR, Andhra Pradesh 521457, India (IND)"
486383151,UFAG Laboratorien AG,"Kornfeldstrasse 4, Sursee, Lucerne 6210, Switzerland (CHE)"
558833179,Octapharma AB,"Lars Forssells gata 23, Stockholm,  SE-11275, Sweden (SWE)"
963711309,"Hospira Worldwide, LLC","10501 80th Avenue, Pleasant Prairie, Wisconsin (WI) 53158, United States (USA)"
314328944,Bavarian Nordic GmbH,"Fraunhoferstraße 13, Martinsried,  82152, Germany (DEU)"
118336116,"AgroChem USA, LLC","26 Freedom Way, Saratoga Springs, New York (NY) 12866, United States (USA)"
683754121,Sindan-Pharma Srl,"Ion Mihalache Blvd. No. 11, District 1, Bucharest,  011171, Romania (ROU)"
305104267,Syntese A/S,"Industriholmen 13, Hvidovre,  2650, Denmark (DNK)"
967781555,"Bell International Laboratories, Inc","2950 Lexington Avenue S Ste 100, Eagan, Minnesota (MN) 55121, United States (USA)"
150468387,"Mount Vernon Community Pharmacy, Inc. dba TMS Mobility and Rehab","2339 Broadway, Mt. Vernon, Illinois (IL) 62864, United States (USA)"
211218325,Norbrook Laboratories Limited,"Carnbane Industrial Estate, Newry, County Down BT35 6QQ, United Kingdom (GBR)"
644903999,Sandoz S.R.L.,"7A, Livezeni Street, Targu Mures, - 540472, Romania (ROU)"
725584960,Mylan Laboratories Limited,"(FDF-1), F-4 and F-12, Malegaon MIDC, Sinnar, Nasik District, Nashik, Maharashtra 422113, India (IND)"
200485816,Maple Leaf Foods Inc,"4141 1 Ave S, Lethbridge, AB T1J 4P8, Canada (CAN)"
434431946,"Biofer, SpA","Via Canina 2, Medolla, MO 41036, Italy (ITA)"
650323801,Medilux Laboratories Private Limited,"Plot No. 98-99, Sector -1, Industrial Area, Pithampur, Dist. Dhar, Pithampur, Madhya Pradesh 454775, India (IND)"
038137209,Cattleman's Choice Feedyard,"RR 2 Box 24A, Gage, Oklahoma (OK) 73843, United States (USA)"
545296977,"Shandong Shengli Bioengineering Co.,Ltd","No 118 Tongji Rd, High-Tech Zone, Jining, Shandong 272000, China (CHN)"
527809171,"Shenzhen Techdow Pharmaceutical Co., Ltd.","No. 19, Gaoxinzhongyi Road, Nanshan District, Shenzhen, Guangdong 518057, China (CHN)"
364829903,Interspray,"Theorat, Neuvic sur l'Isle, Dordogne 24190, France (FRA)"
879399731,"Anaconda Oxygen and Respiratory Specialists, Inc.","301 Main St., Anaconda, Montana (MT) 59711-2255, United States (USA)"
